ra,bairro,component,year,value
XXV Pavuna,Costa Barros,aprovacao,2007,97.40751879699249
XXV Pavuna,Costa Barros,aprovacao,2009,92.38812785388127
XXV Pavuna,Costa Barros,aprovacao,2011,89.65915492957747
XXV Pavuna,Costa Barros,aprovacao,2013,91.36025641025643
XXV Pavuna,Costa Barros,aprovacao,2015,86.20000000000002
XXV Pavuna,Costa Barros,aprovacao,2017,91.13191489361702
XXV Pavuna,Costa Barros,aprovacao,2019,91.20374999999999
XXV Pavuna,Costa Barros,aprovacao,2021,99.5
XXV Pavuna,Costa Barros,aprovacao,2023,99.3
XXV Pavuna,Costa Barros,saeb,2007,4.344586466165413
XXV Pavuna,Costa Barros,saeb,2009,5.0660273972602745
XXV Pavuna,Costa Barros,saeb,2011,6.060610328638497
XXV Pavuna,Costa Barros,saeb,2013,4.831538461538461
XXV Pavuna,Costa Barros,saeb,2015,5.545909090909091
XXV Pavuna,Costa Barros,saeb,2017,5.803191489361702
XXV Pavuna,Costa Barros,saeb,2019,5.4393125
XXV Pavuna,Costa Barros,saeb,2021,4.980337
XXV Pavuna,Costa Barros,saeb,2023,5.2
XXV Pavuna,Costa Barros,ideb,2007,3.9616541353383457
XXV Pavuna,Costa Barros,ideb,2009,4.398630136986302
XXV Pavuna,Costa Barros,ideb,2011,5.531455399061033
XXV Pavuna,Costa Barros,ideb,2013,4.160256410256411
XXV Pavuna,Costa Barros,ideb,2015,4.715909090909091
XXV Pavuna,Costa Barros,ideb,2017,5.112765957446809
XXV Pavuna,Costa Barros,ideb,2019,4.88375
XXV Pavuna,Costa Barros,ideb,2021,5.0
XXV Pavuna,Costa Barros,ideb,2023,5.2
XXV Pavuna,Parque Columbia,aprovacao,2007,96.9
XXV Pavuna,Parque Columbia,aprovacao,2009,83.7
XXV Pavuna,Parque Columbia,aprovacao,2011,91.5
XXV Pavuna,Parque Columbia,aprovacao,2013,92.3
XXV Pavuna,Parque Columbia,aprovacao,2015,88.6
XXV Pavuna,Parque Columbia,aprovacao,2017,94.9
XXV Pavuna,Parque Columbia,aprovacao,2019,100.0
XXV Pavuna,Parque Columbia,aprovacao,2021,96.4
XXV Pavuna,Parque Columbia,aprovacao,2023,94.2
XXV Pavuna,Parque Columbia,saeb,2007,4.58
XXV Pavuna,Parque Columbia,saeb,2009,5.48
XXV Pavuna,Parque Columbia,saeb,2011,5.77
XXV Pavuna,Parque Columbia,saeb,2013,5.79
XXV Pavuna,Parque Columbia,saeb,2015,5.32
XXV Pavuna,Parque Columbia,saeb,2017,5.61
XXV Pavuna,Parque Columbia,saeb,2019,5.22
XXV Pavuna,Parque Columbia,saeb,2021,5.048058
XXV Pavuna,Parque Columbia,saeb,2023,5.4
XXV Pavuna,Parque Columbia,ideb,2007,4.4
XXV Pavuna,Parque Columbia,ideb,2009,4.8
XXV Pavuna,Parque Columbia,ideb,2011,5.2
XXV Pavuna,Parque Columbia,ideb,2013,5.0
XXV Pavuna,Parque Columbia,ideb,2015,4.8
XXV Pavuna,Parque Columbia,ideb,2017,5.2
XXV Pavuna,Parque Columbia,ideb,2019,5.1
XXV Pavuna,Parque Columbia,ideb,2021,4.9
XXV Pavuna,Parque Columbia,ideb,2023,5.1
XXV Pavuna,Pavuna,aprovacao,2007,98.28892078071182
XXV Pavuna,Pavuna,aprovacao,2009,94.54674735249621
XXV Pavuna,Pavuna,aprovacao,2011,97.69029905178701
XXV Pavuna,Pavuna,aprovacao,2013,93.81651630811936
XXV Pavuna,Pavuna,aprovacao,2015,96.1233613445378
XXV Pavuna,Pavuna,aprovacao,2017,97.03829457364341
XXV Pavuna,Pavuna,aprovacao,2019,95.95325670498084
XXV Pavuna,Pavuna,aprovacao,2021,99.72508650519032
XXV Pavuna,Pavuna,aprovacao,2023,99.4
XXV Pavuna,Pavuna,saeb,2007,4.759575200918484
XXV Pavuna,Pavuna,saeb,2009,5.480279878971256
XXV Pavuna,Pavuna,saeb,2011,5.956462436177971
XXV Pavuna,Pavuna,saeb,2013,5.695891741845941
XXV Pavuna,Pavuna,saeb,2015,5.809915966386555
XXV Pavuna,Pavuna,saeb,2017,5.793914728682171
XXV Pavuna,Pavuna,saeb,2019,5.6961015325670505
XXV Pavuna,Pavuna,saeb,2021,5.306241249382104
XXV Pavuna,Pavuna,saeb,2023,5.7
XXV Pavuna,Pavuna,ideb,2007,4.5800803673938
XXV Pavuna,Pavuna,ideb,2009,5.088653555219365
XXV Pavuna,Pavuna,ideb,2011,5.613639679066375
XXV Pavuna,Pavuna,ideb,2013,5.306037473976406
XXV Pavuna,Pavuna,ideb,2015,5.505966386554621
XXV Pavuna,Pavuna,ideb,2017,5.49953488372093
XXV Pavuna,Pavuna,ideb,2019,5.471647509578544
XXV Pavuna,Pavuna,ideb,2021,5.274196737518536
XXV Pavuna,Pavuna,ideb,2023,5.7
XX Ilha do Governador,Bancários,aprovacao,2007,96.12252252252253
XX Ilha do Governador,Bancários,aprovacao,2009,89.3367088607595
XX Ilha do Governador,Bancários,aprovacao,2011,91.51684210526317
XX Ilha do Governador,Bancários,aprovacao,2013,93.2992700729927
XX Ilha do Governador,Bancários,aprovacao,2015,97.7909090909091
XX Ilha do Governador,Bancários,aprovacao,2017,90.19891304347826
XX Ilha do Governador,Bancários,aprovacao,2019,94.07244444444444
XX Ilha do Governador,Bancários,aprovacao,2021,97.28245614035087
XX Ilha do Governador,Bancários,aprovacao,2023,96.2
XX Ilha do Governador,Bancários,saeb,2007,4.816486486486486
XX Ilha do Governador,Bancários,saeb,2009,5.439240506329114
XX Ilha do Governador,Bancários,saeb,2011,5.914421052631579
XX Ilha do Governador,Bancários,saeb,2013,5.695985401459853
XX Ilha do Governador,Bancários,saeb,2015,6.218181818181819
XX Ilha do Governador,Bancários,saeb,2017,5.859673913043479
XX Ilha do Governador,Bancários,saeb,2019,6.0691999999999995
XX Ilha do Governador,Bancários,saeb,2021,5.741305456140351
XX Ilha do Governador,Bancários,saeb,2023,5.9
XX Ilha do Governador,Bancários,ideb,2007,4.533783783783784
XX Ilha do Governador,Bancários,ideb,2009,4.513291139240506
XX Ilha do Governador,Bancários,ideb,2011,4.9857894736842105
XX Ilha do Governador,Bancários,ideb,2013,4.5036496350364965
XX Ilha do Governador,Bancários,ideb,2015,5.570454545454545
XX Ilha do Governador,Bancários,ideb,2017,5.323913043478261
XX Ilha do Governador,Bancários,ideb,2019,5.723111111111112
XX Ilha do Governador,Bancários,ideb,2021,5.563157894736843
XX Ilha do Governador,Bancários,ideb,2023,5.8
XX Ilha do Governador,Cacuia,aprovacao,2007,100.0
XX Ilha do Governador,Cacuia,aprovacao,2011,73.7
XX Ilha do Governador,Cacuia,aprovacao,2013,100.0
XX Ilha do Governador,Cacuia,aprovacao,2015,88.2
XX Ilha do Governador,Cacuia,aprovacao,2017,88.9
XX Ilha do Governador,Cacuia,aprovacao,2019,96.29999999999998
XX Ilha do Governador,Cacuia,aprovacao,2021,95.7
XX Ilha do Governador,Cacuia,aprovacao,2023,98.6
XX Ilha do Governador,Cacuia,saeb,2007,4.46
XX Ilha do Governador,Cacuia,saeb,2011,5.01
XX Ilha do Governador,Cacuia,saeb,2013,5.44
XX Ilha do Governador,Cacuia,saeb,2015,5.98
XX Ilha do Governador,Cacuia,saeb,2017,6.259999999999999
XX Ilha do Governador,Cacuia,saeb,2019,5.8100000000000005
XX Ilha do Governador,Cacuia,saeb,2021,6.079272
XX Ilha do Governador,Cacuia,saeb,2023,6.0
XX Ilha do Governador,Cacuia,ideb,2007,4.3
XX Ilha do Governador,Cacuia,ideb,2011,4.3
XX Ilha do Governador,Cacuia,ideb,2013,5.2
XX Ilha do Governador,Cacuia,ideb,2015,5.4
XX Ilha do Governador,Cacuia,ideb,2017,5.7
XX Ilha do Governador,Cacuia,ideb,2019,5.5
XX Ilha do Governador,Cacuia,ideb,2021,5.8
XX Ilha do Governador,Cacuia,ideb,2023,5.8
XX Ilha do Governador,Cidade Universitária,aprovacao,2007,98.7
XX Ilha do Governador,Cidade Universitária,aprovacao,2009,84.9
XX Ilha do Governador,Cidade Universitária,aprovacao,2011,91.1
XX Ilha do Governador,Cidade Universitária,aprovacao,2013,93.5
XX Ilha do Governador,Cidade Universitária,aprovacao,2015,94.4
XX Ilha do Governador,Cidade Universitária,aprovacao,2017,88.5
XX Ilha do Governador,Cidade Universitária,aprovacao,2019,97.2
XX Ilha do Governador,Cidade Universitária,aprovacao,2021,97.8
XX Ilha do Governador,Cidade Universitária,aprovacao,2023,97.3
XX Ilha do Governador,Cidade Universitária,saeb,2007,4.56
XX Ilha do Governador,Cidade Universitária,saeb,2009,4.89
XX Ilha do Governador,Cidade Universitária,saeb,2011,5.76
XX Ilha do Governador,Cidade Universitária,saeb,2013,5.33
XX Ilha do Governador,Cidade Universitária,saeb,2015,6.54
XX Ilha do Governador,Cidade Universitária,saeb,2017,6.13
XX Ilha do Governador,Cidade Universitária,saeb,2019,6.11
XX Ilha do Governador,Cidade Universitária,saeb,2021,6.225843
XX Ilha do Governador,Cidade Universitária,saeb,2023,6.6
XX Ilha do Governador,Cidade Universitária,ideb,2007,4.5
XX Ilha do Governador,Cidade Universitária,ideb,2009,4.6
XX Ilha do Governador,Cidade Universitária,ideb,2011,5.3
XX Ilha do Governador,Cidade Universitária,ideb,2013,5.1
XX Ilha do Governador,Cidade Universitária,ideb,2015,6.2
XX Ilha do Governador,Cidade Universitária,ideb,2017,5.7
XX Ilha do Governador,Cidade Universitária,ideb,2019,5.9
XX Ilha do Governador,Cidade Universitária,ideb,2021,6.1
XX Ilha do Governador,Cidade Universitária,ideb,2023,6.4
XX Ilha do Governador,Cocotá,aprovacao,2007,98.6
XX Ilha do Governador,Cocotá,aprovacao,2009,95.6
XX Ilha do Governador,Cocotá,aprovacao,2011,97.6
XX Ilha do Governador,Cocotá,aprovacao,2013,97.6
XX Ilha do Governador,Cocotá,aprovacao,2015,100.0
XX Ilha do Governador,Cocotá,aprovacao,2017,97.79999999999998
XX Ilha do Governador,Cocotá,aprovacao,2019,97.8
XX Ilha do Governador,Cocotá,aprovacao,2021,100.0
XX Ilha do Governador,Cocotá,saeb,2007,5.59
XX Ilha do Governador,Cocotá,saeb,2009,5.81
XX Ilha do Governador,Cocotá,saeb,2011,6.52
XX Ilha do Governador,Cocotá,saeb,2013,6.46
XX Ilha do Governador,Cocotá,saeb,2015,6.45
XX Ilha do Governador,Cocotá,saeb,2017,6.13
XX Ilha do Governador,Cocotá,saeb,2019,6.52
XX Ilha do Governador,Cocotá,saeb,2021,6.06999
XX Ilha do Governador,Cocotá,ideb,2007,5.4
XX Ilha do Governador,Cocotá,ideb,2009,5.2
XX Ilha do Governador,Cocotá,ideb,2011,6.0
XX Ilha do Governador,Cocotá,ideb,2013,6.0
XX Ilha do Governador,Cocotá,ideb,2015,6.1
XX Ilha do Governador,Cocotá,ideb,2017,5.9
XX Ilha do Governador,Cocotá,ideb,2019,6.099999999999999
XX Ilha do Governador,Cocotá,ideb,2021,6.1
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2007,100.0
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2009,71.2
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2011,84.5
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2013,82.1
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2015,77.5
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2017,88.9
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2019,93.3
XX Ilha do Governador,Freguesia (Ilha do Governador),aprovacao,2023,97.2
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2007,4.81
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2009,4.93
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2011,5.2
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2013,5.2
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2015,6.94
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2017,6.29
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2019,6.04
XX Ilha do Governador,Freguesia (Ilha do Governador),saeb,2023,5.4
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2007,4.7
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2009,3.9
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2011,4.6
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2013,4.0
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2015,4.8
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2017,5.4
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2019,5.5
XX Ilha do Governador,Freguesia (Ilha do Governador),ideb,2023,5.3
XX Ilha do Governador,Galeão,aprovacao,2007,98.67133333333332
XX Ilha do Governador,Galeão,aprovacao,2009,89.5985294117647
XX Ilha do Governador,Galeão,aprovacao,2011,88.19166666666666
XX Ilha do Governador,Galeão,aprovacao,2013,94.74957264957264
XX Ilha do Governador,Galeão,aprovacao,2015,97.39055793991416
XX Ilha do Governador,Galeão,aprovacao,2017,95.08995815899581
XX Ilha do Governador,Galeão,aprovacao,2019,98.16805555555557
XX Ilha do Governador,Galeão,aprovacao,2021,97.58078462770217
XX Ilha do Governador,Galeão,aprovacao,2023,97.7
XX Ilha do Governador,Galeão,saeb,2007,4.998833333333333
XX Ilha do Governador,Galeão,saeb,2009,5.518639705882354
XX Ilha do Governador,Galeão,saeb,2011,5.906666666666668
XX Ilha do Governador,Galeão,saeb,2013,5.957606837606837
XX Ilha do Governador,Galeão,saeb,2015,6.383690987124464
XX Ilha do Governador,Galeão,saeb,2017,6.349163179916318
XX Ilha do Governador,Galeão,saeb,2019,6.372314814814815
XX Ilha do Governador,Galeão,saeb,2021,4.814437099279424
XX Ilha do Governador,Galeão,saeb,2023,6.3
XX Ilha do Governador,Galeão,ideb,2007,4.783
XX Ilha do Governador,Galeão,ideb,2009,4.952573529411764
XX Ilha do Governador,Galeão,ideb,2011,5.325
XX Ilha do Governador,Galeão,ideb,2013,5.45982905982906
XX Ilha do Governador,Galeão,ideb,2015,6.049785407725322
XX Ilha do Governador,Galeão,ideb,2017,6.022175732217573
XX Ilha do Governador,Galeão,ideb,2019,5.9875
XX Ilha do Governador,Galeão,ideb,2021,4.716253002401922
XX Ilha do Governador,Galeão,ideb,2023,6.2
XX Ilha do Governador,Jardim Carioca,aprovacao,2007,100.0
XX Ilha do Governador,Jardim Carioca,aprovacao,2009,88.89814814814815
XX Ilha do Governador,Jardim Carioca,aprovacao,2011,93.38450704225352
XX Ilha do Governador,Jardim Carioca,aprovacao,2013,95.35000000000001
XX Ilha do Governador,Jardim Carioca,aprovacao,2015,100.0
XX Ilha do Governador,Jardim Carioca,aprovacao,2017,98.11509433962264
XX Ilha do Governador,Jardim Carioca,aprovacao,2019,94.61937984496123
XX Ilha do Governador,Jardim Carioca,aprovacao,2021,98.97950963222418
XX Ilha do Governador,Jardim Carioca,aprovacao,2023,99.7
XX Ilha do Governador,Jardim Carioca,saeb,2007,4.940434782608696
XX Ilha do Governador,Jardim Carioca,saeb,2009,5.598888888888889
XX Ilha do Governador,Jardim Carioca,saeb,2011,6.153732394366196
XX Ilha do Governador,Jardim Carioca,saeb,2013,5.8149999999999995
XX Ilha do Governador,Jardim Carioca,saeb,2015,6.428859649122807
XX Ilha do Governador,Jardim Carioca,saeb,2017,5.855283018867925
XX Ilha do Governador,Jardim Carioca,saeb,2019,6.154883720930233
XX Ilha do Governador,Jardim Carioca,saeb,2021,5.858621866900175
XX Ilha do Governador,Jardim Carioca,saeb,2023,5.8
XX Ilha do Governador,Jardim Carioca,ideb,2007,4.843478260869565
XX Ilha do Governador,Jardim Carioca,ideb,2009,5.3
XX Ilha do Governador,Jardim Carioca,ideb,2011,5.6457746478873245
XX Ilha do Governador,Jardim Carioca,ideb,2013,5.5
XX Ilha do Governador,Jardim Carioca,ideb,2015,6.192982456140351
XX Ilha do Governador,Jardim Carioca,ideb,2017,5.69622641509434
XX Ilha do Governador,Jardim Carioca,ideb,2019,5.900000000000001
XX Ilha do Governador,Jardim Carioca,ideb,2021,5.776182136602452
XX Ilha do Governador,Jardim Carioca,ideb,2023,5.8
XX Ilha do Governador,Jardim Guanabara,aprovacao,2007,99.49518716577539
XX Ilha do Governador,Jardim Guanabara,aprovacao,2009,91.68670520231214
XX Ilha do Governador,Jardim Guanabara,aprovacao,2011,95.26385542168674
XX Ilha do Governador,Jardim Guanabara,aprovacao,2013,100.0
XX Ilha do Governador,Jardim Guanabara,aprovacao,2015,94.90666666666667
XX Ilha do Governador,Jardim Guanabara,aprovacao,2017,99.42500000000001
XX Ilha do Governador,Jardim Guanabara,aprovacao,2019,98.07843137254902
XX Ilha do Governador,Jardim Guanabara,aprovacao,2021,99.77027027027027
XX Ilha do Governador,Jardim Guanabara,aprovacao,2023,99.3
XX Ilha do Governador,Jardim Guanabara,saeb,2007,5.234652406417113
XX Ilha do Governador,Jardim Guanabara,saeb,2009,6.154913294797687
XX Ilha do Governador,Jardim Guanabara,saeb,2011,6.446746987951807
XX Ilha do Governador,Jardim Guanabara,saeb,2013,6.784718309859154
XX Ilha do Governador,Jardim Guanabara,saeb,2015,6.886133333333333
XX Ilha do Governador,Jardim Guanabara,saeb,2017,6.894821428571429
XX Ilha do Governador,Jardim Guanabara,saeb,2019,6.806143790849674
XX Ilha do Governador,Jardim Guanabara,saeb,2021,6.299172756756757
XX Ilha do Governador,Jardim Guanabara,saeb,2023,6.7
XX Ilha do Governador,Jardim Guanabara,ideb,2007,5.077540106951871
XX Ilha do Governador,Jardim Guanabara,ideb,2009,5.738150289017341
XX Ilha do Governador,Jardim Guanabara,ideb,2011,6.167469879518072
XX Ilha do Governador,Jardim Guanabara,ideb,2013,6.643661971830985
XX Ilha do Governador,Jardim Guanabara,ideb,2015,6.570666666666667
XX Ilha do Governador,Jardim Guanabara,ideb,2017,6.75
XX Ilha do Governador,Jardim Guanabara,ideb,2019,6.5248366013071895
XX Ilha do Governador,Jardim Guanabara,ideb,2021,6.285135135135136
XX Ilha do Governador,Jardim Guanabara,ideb,2023,6.6
XX Ilha do Governador,Moneró,aprovacao,2007,92.64520547945206
XX Ilha do Governador,Moneró,aprovacao,2009,85.28541666666666
XX Ilha do Governador,Moneró,aprovacao,2011,92.47326732673267
XX Ilha do Governador,Moneró,aprovacao,2013,91.03707865168539
XX Ilha do Governador,Moneró,aprovacao,2015,91.36382978723405
XX Ilha do Governador,Moneró,aprovacao,2017,94.8625
XX Ilha do Governador,Moneró,aprovacao,2019,99.01855670103092
XX Ilha do Governador,Moneró,aprovacao,2021,100.0
XX Ilha do Governador,Moneró,aprovacao,2023,100.0
XX Ilha do Governador,Moneró,saeb,2007,5.451095890410958
XX Ilha do Governador,Moneró,saeb,2009,5.818958333333332
XX Ilha do Governador,Moneró,saeb,2011,6.521881188118813
XX Ilha do Governador,Moneró,saeb,2013,6.500449438202248
XX Ilha do Governador,Moneró,saeb,2015,6.386382978723405
XX Ilha do Governador,Moneró,saeb,2017,6.325
XX Ilha do Governador,Moneró,saeb,2019,6.407319587628866
XX Ilha do Governador,Moneró,saeb,2021,5.817787
XX Ilha do Governador,Moneró,saeb,2023,6.8
XX Ilha do Governador,Moneró,ideb,2007,4.926027397260274
XX Ilha do Governador,Moneró,ideb,2009,5.220833333333333
XX Ilha do Governador,Moneró,ideb,2011,6.005940594059406
XX Ilha do Governador,Moneró,ideb,2013,5.788764044943821
XX Ilha do Governador,Moneró,ideb,2015,5.810638297872341
XX Ilha do Governador,Moneró,ideb,2017,5.871875
XX Ilha do Governador,Moneró,ideb,2019,6.15360824742268
XX Ilha do Governador,Moneró,ideb,2021,5.8
XX Ilha do Governador,Moneró,ideb,2023,6.7
XX Ilha do Governador,Pitangueiras,aprovacao,2007,98.6
XX Ilha do Governador,Pitangueiras,aprovacao,2009,92.8
XX Ilha do Governador,Pitangueiras,aprovacao,2011,92.6
XX Ilha do Governador,Pitangueiras,aprovacao,2013,94.5
XX Ilha do Governador,Pitangueiras,aprovacao,2015,100.0
XX Ilha do Governador,Pitangueiras,aprovacao,2017,95.7
XX Ilha do Governador,Pitangueiras,aprovacao,2019,96.8
XX Ilha do Governador,Pitangueiras,aprovacao,2021,100.0
XX Ilha do Governador,Pitangueiras,aprovacao,2023,99.3
XX Ilha do Governador,Pitangueiras,saeb,2007,5.46
XX Ilha do Governador,Pitangueiras,saeb,2009,5.88
XX Ilha do Governador,Pitangueiras,saeb,2011,6.08
XX Ilha do Governador,Pitangueiras,saeb,2013,6.96
XX Ilha do Governador,Pitangueiras,saeb,2015,6.9
XX Ilha do Governador,Pitangueiras,saeb,2017,6.769999999999999
XX Ilha do Governador,Pitangueiras,saeb,2019,6.81
XX Ilha do Governador,Pitangueiras,saeb,2021,5.881253
XX Ilha do Governador,Pitangueiras,saeb,2023,6.4
XX Ilha do Governador,Pitangueiras,ideb,2007,5.2
XX Ilha do Governador,Pitangueiras,ideb,2009,5.5
XX Ilha do Governador,Pitangueiras,ideb,2011,5.7
XX Ilha do Governador,Pitangueiras,ideb,2013,6.5
XX Ilha do Governador,Pitangueiras,ideb,2015,6.6
XX Ilha do Governador,Pitangueiras,ideb,2017,6.2
XX Ilha do Governador,Pitangueiras,ideb,2019,6.6
XX Ilha do Governador,Pitangueiras,ideb,2021,5.9
XX Ilha do Governador,Pitangueiras,ideb,2023,6.4
XX Ilha do Governador,Portuguesa,aprovacao,2007,96.54621212121211
XX Ilha do Governador,Portuguesa,aprovacao,2009,85.34433497536946
XX Ilha do Governador,Portuguesa,aprovacao,2011,92.59656862745098
XX Ilha do Governador,Portuguesa,aprovacao,2013,95.0179012345679
XX Ilha do Governador,Portuguesa,aprovacao,2015,86.43636363636364
XX Ilha do Governador,Portuguesa,aprovacao,2017,90.31182795698925
XX Ilha do Governador,Portuguesa,aprovacao,2019,96.34761904761905
XX Ilha do Governador,Portuguesa,aprovacao,2021,98.79230769230769
XX Ilha do Governador,Portuguesa,aprovacao,2023,99.9
XX Ilha do Governador,Portuguesa,saeb,2007,5.164128787878788
XX Ilha do Governador,Portuguesa,saeb,2009,5.473743842364533
XX Ilha do Governador,Portuguesa,saeb,2011,6.189803921568628
XX Ilha do Governador,Portuguesa,saeb,2013,5.5626543209876536
XX Ilha do Governador,Portuguesa,saeb,2015,5.770661157024794
XX Ilha do Governador,Portuguesa,saeb,2017,5.584731182795699
XX Ilha do Governador,Portuguesa,saeb,2019,6.17
XX Ilha do Governador,Portuguesa,saeb,2021,5.223576230769231
XX Ilha do Governador,Portuguesa,saeb,2023,6.0
XX Ilha do Governador,Portuguesa,ideb,2007,4.815530303030304
XX Ilha do Governador,Portuguesa,ideb,2009,4.607881773399015
XX Ilha do Governador,Portuguesa,ideb,2011,5.5774509803921575
XX Ilha do Governador,Portuguesa,ideb,2013,4.438888888888888
XX Ilha do Governador,Portuguesa,ideb,2015,4.901652892561983
XX Ilha do Governador,Portuguesa,ideb,2017,4.826881720430108
XX Ilha do Governador,Portuguesa,ideb,2019,5.866666666666666
XX Ilha do Governador,Portuguesa,ideb,2021,5.153846153846154
XX Ilha do Governador,Portuguesa,ideb,2023,6.0
